Schoolnumber,Name,Province,SchoolLevel,District,Grant_Class,latitude,longitude
1001,ADMIRAL TAIT,Harare,Primary,Northern Central,P1,-17.82644,31.08971
1002,ALEXANDRA PARK,Harare,Primary,Northern Central,P1,-17.79152,31.05566
1003,ALFRED BEIT PRIMARY,Harare,Primary,Warren Park Mabelreign,P1,-17.78811,31.00001
1004,ARDBENNIE,Harare,Primary,Mbare Hatfield,P1,-17.87671,31.03505
1005,AVONDALE,Harare,Primary,Northern Central,P1,-17.79174,31.03407
1006,AVONLEA,Harare,Primary,Warren Park Mabelreign,P1,-17.77002,31.00813
1007,ST. CATHERINE SPEC.,Harare,Primary,Northern Central,P1,-17.81602,31.07381
1008,BATSIRAI ZIMCARE TRUST SPECIAL,Harare,Primary,Warren Park Mabelreign,P2,-17.80474,30.92285
1009,TINOKWIRIRA SPEC.,Harare,Primary,Mabvuku Tafara,P2,-17.83321,31.19596
1010,RUVIMBO SPECIAL,Harare,Primary,High Glen,P2,-17.85632,31.01185
1011,BATANAI,Harare,Primary,Mabvuku Tafara,P2,-17.8336,31.19255
1012,BELVEDERE PRIMARY,Harare,Primary,Warren Park Mabelreign,P1,-17.82522,31.01632
1013,BLAKISTON  JUNIOR,Harare,Primary,Northern Central,P1,-17.8089,31.03773
1014,BORROWDALE PRIMARY,Harare,Primary,Northern Central,P1,-17.77379,31.0905
1015,CHEMBIRA,Harare,Primary,High Glen,P2,-17.91313,30.9651
1016,CHENGU,Harare,Primary,High Glen,P2,-17.8916,30.98931
1017,CHINEMBIRI,Harare,Primary,Chitungwiza,P2,-18.01473,31.09572
1018,ST MARY,Harare,Secondary,Chitungwiza,S2,-17.99326,31.05849
1019,CHIPEMBERE,Harare,Primary,High Glen,P2,-17.88971,30.99782
1020,CHIRODZO,Harare,Primary,Mbare Hatfield,P2,-17.85855,31.03135
1021,NYATSIME COLLEGE,Harare,Secondary,Chitungwiza,S2,-18.0046,31.08376
1022,CHITSERE,Harare,Primary,Mbare Hatfield,P2,-17.86527,31.02775
1023,ST. PETERS KUBATANA HIGH,Harare,Secondary,High Glen,S2,-17.90543,30.98402
1024,COURTENEY  SELOUS,Harare,Primary,Mabvuku Tafara,P1,-17.81221,31.13008
1025,DAVID LIVINGSTONE JUNIOUR,Harare,Primary,Mbare Hatfield,P2,-17.81985,31.06197
1026,DONNYBROOK,Harare,Primary,Mabvuku Tafara,P2,-17.83901,31.18166
1027,DUDZAI,Harare,Primary,Chitungwiza,P2,-18.01737,31.07735
1028,DZIVARESEKWA  NO 4 PRIMARY,Harare,Primary,Warren Park Mabelreign,P2,-17.80675,30.91952
1029,DZIVARESEKWA  NO 5 PRIMARY,Harare,Primary,Warren Park Mabelreign,P2,-17.7968,30.93154
1030,EASTRIDGE,Harare,Primary,Mbare Hatfield,P1,-17.83616,31.07809
1031,ST. PETERS,Harare,Primary,Mbare Hatfield,P2,-17.85392,31.04073
1032,FUNGISAI GOVERNMENT,Harare,Primary,Chitungwiza,P2,-18.01971,31.08992
1033,FRANK JOHNSON,Harare,Primary,High Glen,P2,-17.91163,31.01016
1034,GILLINGHAM GOVERNMENT PRIMARY,Harare,Primary,Warren Park Mabelreign,P2,-17.80666,30.93146
1035,KUNDAYI                  ,Harare,Primary,High Glen,P2,-17.9079,30.96107
1036,GLEN VIEW 1,Harare,Primary,Glenview Mufakose,P2,-17.9146,30.94698
1037,GLEN VIEW 2,Harare,Primary,Glenview Mufakose,P2,-17.90495,30.95153
1038,GLEN VIEW  3,Harare,Primary,Glenview Mufakose,P2,-17.90977,30.94893
1039,GLEN  VIEW  4,Harare,Primary,Glenview Mufakose,P2,-17.90885,30.94578
1040,GLEN  VIEW  5 ,Harare,Primary,Glenview Mufakose,P2,-17.89601,30.95114
1041,GOMBO,Harare,Primary,Warren Park Mabelreign,P2,-17.80467,30.92446
1042,GWINYAI,Harare,Primary,Mbare Hatfield,P3,-17.86351,31.04183
1043,GWINYIRO,Harare,Primary,Glenview Mufakose,P2,-17.86783,30.93395
1044,GREENGROVE,Harare,Primary,Mabvuku Tafara,P1,-17.82975,31.12356
1045,GREYSTONE PARK,Harare,Primary,Northern Central,P1,-17.74477,31.11849
1046,GROOMBRIDGE,Harare,Primary,Northern Central,P1,-17.77818,31.06332
1047,HAIG PARK,Harare,Primary,Warren Park Mabelreign,P1,-17.79826,30.98784
1048,HALLINGBURY,Harare,Primary,Warren Park Mabelreign,P1,-17.77529,31.001
1049,HATFIELD,Harare,Primary,Mbare Hatfield,P1,-17.87835,31.07902
1050,EPWORTH,Harare,Primary,Mabvuku Tafara,P3,-17.87843,31.12726
1051,HIGHLANDS,Harare,Primary,Northern Central,P1,-17.79848,31.08862
1052,HOUGHTON PARK,Harare,Primary,Mbare Hatfield,P2,-17.87971,31.02071
1053,ARUNDEL HIGH,Harare,Secondary,Northern Central,S1,-17.76502,31.04199
1054,EAGLESVALE PREPARATORY,Harare,Primary,Glenview Mufakose,P1,-17.87336,30.96566
1055,EAGLESVALE,Harare,Secondary,Glenview Mufakose,S1,-17.87326,30.96553
1056,KUDAKWASHE  ,Harare,Primary,High Glen,P2,-17.90879,30.98018
1057,CHISIPITE SENIOR,Harare,Secondary,Mabvuku Tafara,S1,-17.78875,31.12222
1058,KUDZANAYI  ,Harare,Primary,High Glen,P2,-17.8981,30.97877
1059,DOMINICAN CONVENT ,Harare,Secondary,Mbare Hatfield,S1,-17.82163,31.05192
1060,KURAI,Harare,Primary,Glenview Mufakose,P2,-17.85874,30.9667
1061,HARTMANN  HOUSE,Harare,Primary,Northern Central,P1,-17.80466,31.05758
1062,ST. GEORGES,Harare,Secondary,Northern Central,S1,-17.80076,31.05898
1063,LEWISAM,Harare,Primary,Mabvuku Tafara,P1,-17.79336,31.11391
1064,LOCHINVAR ,Harare,Primary,High Glen,P1,-17.86825,30.98861
1065,ST. JOHNS,Harare,Secondary,Warren Park Mabelreign,S1,-17.77348,31.02569
1066,LOUIS  MOUNTBATTEN PRIMARY ,Harare,Primary,Warren Park Mabelreign,P1,-17.83766,31.02644
1067,EPWORTH SECONDARY,Harare,Secondary,Mabvuku Tafara,S3,-17.89478,31.15065
1068,MABVUKU,Harare,Primary,Mabvuku Tafara,P2,-17.8415,31.1847
1069,MAKUNDANO,Harare,Primary,Glenview Mufakose,P3,-17.86558,30.92825
1070,MARLBOROUGH,Harare,Primary,Northern Central,P1,-17.74774,31.0166
1071,MBERI,Harare,Primary,Chitungwiza,P2,-18.00182,31.05356
1072,MBIZI  ,Harare,Primary,High Glen,P2,-17.88285,30.99148
1073,MHIZHA  ,Harare,Primary,High Glen,P3,-17.89323,30.98366
1074,MHOFU   PRIMARY,Harare,Primary,High Glen,P2,-17.88483,30.98622
1075,MOFFAT,Harare,Primary,Mbare Hatfield,P3,-17.84696,31.05603
1076,MUKURUMBIRA,Harare,Primary,Glenview Mufakose,P2,-17.85958,30.92352
1077,MUTASA  ,Harare,Primary,High Glen,P2,-17.89927,30.98744
1078,MUTIUNOKURA,Harare,Primary,Glenview Mufakose,P3,-17.86077,30.92938
1079,DANHIKO,Harare,Secondary,Mabvuku Tafara,S2,-17.84363,31.13591
1080,NETTLETON PRIMARY,Harare,Primary,Mbare Hatfield,P1,-17.84452,31.06741
1081,NHAMBURIKO ,Harare,Primary,Warren Park Mabelreign,P2,-17.80917,30.92925
1082,NHARIRA,Harare,Primary,Mbare Hatfield,P3,-17.86928,31.03603
1083,NYANDORO  ,Harare,Primary,High Glen,P2,-17.89817,30.98851
1084,NORTH PARK,Harare,Primary,Northern Central,P1,-17.75684,31.03998
1085,PFUMO,Harare,Primary,Chitungwiza,P2,-17.99222,31.05765
1086,PROSPECT,Harare,Primary,Mbare Hatfield,P2,-17.89284,31.05707
1087,QUEENSDALE,Harare,Primary,Mbare Hatfield,P1,-17.85831,31.08551
1088,RUGARE,Harare,Primary,Glenview Mufakose,P2,-17.90309,30.94429
1089,RUKUDZO,Harare,Primary,Glenview Mufakose,P2,-17.85291,30.97325
1090,RUSUNUNGUKO,Harare,Primary,Glenview Mufakose,P2,-17.87123,30.92263
1091,RUSVINGO  PRIMARY,Harare,Primary,High Glen,P2,-17.89504,30.9793
1092,EMERALD  HILLFOR THE DEAF,Harare,Primary,Northern Central,P1,-17.77699,31.0326
1093,EMERALD HILL FOR THE DEAF,Harare,Secondary,Northern Central,S1,-17.77696,31.03257
1094,MARIMBA,Harare,Primary,Glenview Mufakose,P2,-17.86893,30.93874
1095,MANYAME,Harare,Secondary,Mabvuku Tafara,S2,-17.94223,31.09536
1096,MUFAKOSE MHURIIMWE  ,Harare,Secondary,Glenview Mufakose,S2,-17.87235,30.92713
1097,HIGHFIELD MHURIIMWE,Harare,Secondary,High Glen,S2,-17.88063,30.99057
1098,SEKE  5  BUDIRIRAI PRI,Harare,Primary,Chitungwiza,P1,-18.01162,31.08489
1099,SEKE  6  DZIDZAI   PRIM,Harare,Primary,Chitungwiza,P2,-18.00922,31.0973
1100,SEKE 7 PRIM,Harare,Primary,Chitungwiza,P2,-18.02109,31.07827
1101,SEKE MHURIIMWE ,Harare,Secondary,Chitungwiza,S2,-17.99835,31.0646
1102,SEKE  8   VIMBAI  PRIM,Harare,Primary,Chitungwiza,P2,-18.02575,31.07033
1103,HERITAGE,Harare,Secondary,Northern Central,S1,-17.71931,31.13046
1104,SEKE ELEVEN,Harare,Primary,Chitungwiza,P2,-18.0251,31.0989
1105,SELBORNE ROUTLEDGE,Harare,Primary,Warren Park Mabelreign,P1,-17.82287,31.02799
1106,SHINGIRAYI,Harare,Primary,Mbare Hatfield,P2,-17.87293,31.02787
1107,SHIRIYEDENGA,Harare,Primary,High Glen,P2,-17.90699,30.9656
1108,SIMUDZAI,Harare,Primary,Mabvuku Tafara,P2,-17.83965,31.1955
1109,SOUTHERTON,Harare,Primary,High Glen,P2,-17.86484,31.00967
1110,ST GILES,Harare,Primary,Northern Central,P1,-17.8175,31.02923
1111,MAGUREKURE,Mashonaland West,Primary,Makonde,P3,-17.67979,29.70151
1112,SUNNINGDALE I PRIM,Harare,Primary,Mbare Hatfield,P2,-17.86455,31.05896
1113,TAFARA  1,Harare,Primary,Mabvuku Tafara,P2,-17.82698,31.21251
1114,MWANANDISHE,Harare,Primary,Mabvuku Tafara,P2,-17.84108,31.2029
1115,TAMUKA,Harare,Primary,Chitungwiza,P2,-18.02315,31.08959
1116,TANGENHAMO,Harare,Primary,Chitungwiza,P2,-17.99867,31.04912
1117,TASHINGA,Harare,Primary,Mabvuku Tafara,P2,-17.83461,31.20248
1118,TENDAYI,Harare,Primary,Glenview Mufakose,P2,-17.86479,30.92283
1119,TSINHIRANO,Harare,Primary,Mabvuku Tafara,P2,-17.84253,31.20668
1120,TSUNGAYI,Harare,Primary,High Glen,P2,-17.89722,30.98927
1121,VAINONA,Harare,Primary,Northern Central,P3,-17.76142,31.07844
1122,WADZANAYI,Harare,Primary,Glenview Mufakose,P2,-17.85722,30.96975
1123,WARREN PARK I ,Harare,Primary,Warren Park Mabelreign,P2,-17.83187,30.98094
1124,WARREN PARK 2 SCHOOL,Harare,Primary,Warren Park Mabelreign,P2,-17.83984,30.97015
1125,WATERFALLS PRIMARY,Harare,Primary,High Glen,P1,-17.89297,31.02971
1126,WIDDICOMBE ,Harare,Primary,Mbare Hatfield,P1,-17.8785,31.11833
1127,YAMURANAYI,Harare,Primary,Glenview Mufakose,P2,-17.86959,30.92875
1128,ZENGEZA 4 PRIM,Harare,Primary,Chitungwiza,P2,-18.00607,31.05795
1129,ZENGEZA 5 PRIM,Harare,Primary,Chitungwiza,P2,-18.0023,31.08896
1130,ZENGEZA 7 PRIM,Harare,Primary,Chitungwiza,P2,-17.99425,31.05416
1131,ZENGEZA 8 ,Harare,Primary,Chitungwiza,P2,-18.0163,31.05508
1132,ZUVARABUDA,Harare,Primary,High Glen,P2,-17.89955,30.96831
1133,DOMBORAMWARI,Harare,Secondary,Mabvuku Tafara,S2,-17.91543,31.15948
1134,GATEWAY ,Harare,Secondary,Northern Central,S1,-17.76091,31.0293
1135,GLEN VIEW 9,Harare,Primary,Glenview Mufakose,P2,-17.91937,30.95188
1136,ST AIDANS,Harare,Primary,Chitungwiza,P2,-18.02769,31.08449
1137,ST. JOHNS PREPARATORY,Harare,Primary,Northern Central,P1,-17.76321,31.1115
1138,ST MARCELLIN PRIMARY SCHO,Harare,Primary,Mbare Hatfield,P1,,
1139,ST. JOHNS,Harare,Secondary,Northern Central,S1,-17.76477,31.11239
1140,SIR WILFRED ANSON,Harare,Primary,Mbare Hatfield,P2,-17.84561,31.10633
1141,LYTTON,Harare,Primary,Glenview Mufakose,P2,-17.86155,30.96414
1142,ZIMPHOS PRIMARY,Harare,Primary,Mabvuku Tafara,P2,-17.85861,31.12843
1143,CHIEDZA,Harare,Primary,Mbare Hatfield,P2,-17.85415,31.03958
1144,CHIZUNGU PRIMARY,Harare,Primary,Mabvuku Tafara,P2,-17.90676,31.16343
1145,TOMLINSON DEPOT,Harare,Primary,Northern Central,P1,-17.80572,31.07236
1146,BRAESIDE Z.R.P.,Harare,Primary,Mbare Hatfield,P2,-17.84183,31.06211
1147,KUTSAGA,Harare,Primary,Mabvuku Tafara,P3,-17.90876,31.13596
1148,MANYAME,Harare,Primary,Mabvuku Tafara,P2,-17.94553,31.09343
1149,CHAMINUKA,Harare,Primary,Chitungwiza,P2,-17.99428,31.04025
1150,MABELREIGN Z.R.P.,Harare,Primary,Warren Park Mabelreign,P1,-17.79828,30.98103
1151,ZENGEZA MAIN,Harare,Primary,Chitungwiza,P2,-17.98708,31.04688
1152,HUPENYU HUTSVA,Harare,Primary,High Glen,P2,-17.88094,31.00486
1153,CHISIPITE  JUNIOR,Harare,Primary,Mabvuku Tafara,P1,-17.78935,31.11982
1154,ASPINDALE PARK,Harare,Primary,Glenview Mufakose,P3,-17.87565,30.94588
1155,FARAI,Harare,Primary,Chitungwiza,P3,-18.01994,31.09616
1156,CHIKURUBI   PRISON,Harare,Primary,Mabvuku Tafara,P3,-17.79498,31.19545
1157,Z.R.P. SUPPORT UNIT PRIMARY,Harare,Primary,Mabvuku Tafara,P3,-17.8118,31.16523
1158,DOMINICAN CONVENT,Harare,Primary,Mbare Hatfield,P2,-17.82201,31.05161
1159,ST. JOHNS RETREAT,Harare,Primary,Mbare Hatfield,P2,-17.90672,31.05731
1160,ST. MICHAEL PREP,Harare,Primary,Northern Central,P1,-17.77089,31.09342
1161,BISHOPSLEA,Harare,Primary,Warren Park Mabelreign,P1,-17.82056,31.02115
1162,ST. MARTINS CONVENT,Harare,Primary,Mbare Hatfield,P1,-17.86004,31.06041
1164,SHARON,Harare,Primary,Northern Central,P1,-17.81037,31.03092
1165,HARARE  HELLENIC,Harare,Primary,Northern Central,P1,-17.78561,31.07268
1167,ST. MICHAEL,Harare,Primary,Mbare Hatfield,P2,-17.86958,31.02614
1168,HARARE CENTRAL PRISON,Harare,Primary,Northern Central,P2,-17.80966,31.06718
1169,DERBYSHIRE  PRIMARY,Harare,Primary,High Glen,P3,-17.94267,31.03192
1170,SIMBAREDENGA,Harare,Primary,High Glen,P2,-17.92721,30.97086
1171,ALLAN WILSON HIGH,Harare,Secondary,Mbare Hatfield,S1,-17.82335,31.03687
1172,CHURCHILL BOYS HIGH,Harare,Secondary,Northern Central,S1,-17.82809,31.08207
1173,CRANBORNE,Harare,Secondary,Mbare Hatfield,S1,-17.85547,31.07835
1174,DZIVARASEKWA 1 HIGH,Harare,Secondary,Warren Park Mabelreign,S2,-17.81208,30.92509
1175,DZIVARASEKWA 2 HIGH,Harare,Secondary,Warren Park Mabelreign,S3,-17.80074,30.92628
1176,ELLIS ROBINS BOYS HIGH,Harare,Secondary,Warren Park Mabelreign,S1,-17.7816,31.01488
1177,CREST  BREEDERS,Harare,Primary,High Glen,P3,-17.94118,30.94093
1178,GEORGE STARK HIGH,Harare,Secondary,Mbare Hatfield,S3,-17.87301,31.03871
1179,GIRLS HIGH,Harare,Secondary,Mbare Hatfield,S1,-17.82581,31.04297
1180,GLEN NORAH 1 HIGH,Harare,Secondary,High Glen,S2,-17.9145,30.97557
1181,GLEN NORAH 2 HIGH,Harare,Secondary,High Glen,S2,-17.90849,30.97562
1182,GLEN VIEW 2 HIGH,Harare,Secondary,Glenview Mufakose,S2,-17.90309,30.94429
1183,HARARE HIGH,Harare,Secondary,Mbare Hatfield,S2,-17.86027,31.03363
1184,HATFIELD  GIRLS HIGH,Harare,Secondary,Mbare Hatfield,S1,-17.87992,31.08769
1185,HIGHFIELD HIGH,Harare,Secondary,High Glen,S2,-17.89558,30.99099
1186,HIGHFIELD  2  HIGH,Harare,Secondary,High Glen,S2,-17.9003,30.99373
1187,KAMBUZUMA 1 HIGH,Harare,Secondary,Glenview Mufakose,S2,-17.85864,30.96713
1188,KAMBUZUMA 2 ,Harare,Secondary,Glenview Mufakose,S2,-17.84772,30.97855
1189,KWAYEDZA  HIGH,Harare,Secondary,High Glen,S2,-17.89368,30.97543
1190,LORD MALVERN HIGH,Harare,Secondary,High Glen,S1,-17.9015,31.0161
1191,MABELREIGN GIRLS HIGH,Harare,Secondary,Warren Park Mabelreign,S1,-17.78468,31.00662
1192,MABVUKU  HIGH,Harare,Secondary,Mabvuku Tafara,S2,-17.83771,31.1875
1193,MARLBOROUGH ,Harare,Secondary,Northern Central,S1,-17.74344,31.01085
1194,COLD  COMFORT FARM,Harare,Primary,Warren Park Mabelreign,P2,-17.83931,30.94768
1195,MBARE HIGH,Harare,Secondary,Mbare Hatfield,S2,-17.87096,31.04049
1196,MORGAN  HIGH,Harare,Secondary,Mbare Hatfield,S1,-17.84227,31.05704
1197,MT. PLEASANT ,Harare,Secondary,Northern Central,S1,-17.77978,31.04589
1198,MUFAKOSE 1 HIGH,Harare,Secondary,Glenview Mufakose,S2,-17.87258,30.93054
1199,MUFAKOSE 2 ,Harare,Secondary,Glenview Mufakose,S2,-17.86212,30.93287
1200,MUFAKOSE 3 ,Harare,Secondary,Glenview Mufakose,S2,-17.85873,30.93303
1201,MUFAKOSE 4 ,Harare,Secondary,Glenview Mufakose,S2,-17.87234,30.91726
1202,MUKAI HIGH,Harare,Secondary,High Glen,S2,-17.90337,30.98801
1203,ORIEL BOYS HIGH,Harare,Secondary,Mabvuku Tafara,S1,-17.78435,31.12156
1204,ORIEL GIRLS HIGH,Harare,Secondary,Mabvuku Tafara,S1,-17.78218,31.12811
1205,PRINCE EDWARD ,Harare,Secondary,Mbare Hatfield,S1,-17.81909,31.03643
1206,QUEEN ELIZABETH GIRLS,Harare,Secondary,Mbare Hatfield,S1,-17.82663,31.04389
1208,SEKE 1 HIGH,Harare,Secondary,Chitungwiza,S2,,
1209,SEKE 2 HIGH,Harare,Secondary,Chitungwiza,S2,-18.00521,31.09108
1210,SEKE 3 HIGH,Harare,Secondary,Chitungwiza,S2,-18.03614,31.08019
1211,SEKE 4 HIGH,Harare,Secondary,Chitungwiza,S2,-18.02926,31.09629
1212,TAFARA I HIGH,Harare,Secondary,Mabvuku Tafara,S2,-17.83185,31.19735
1213,TAFARA 2 HIGH,Harare,Secondary,Mabvuku Tafara,S2,-17.82411,31.21135
1214,VAINONA ,Harare,Secondary,Northern Central,S1,-17.75953,31.06943
1215,ZENGEZA  I  HIGH,Harare,Secondary,Chitungwiza,S2,-18.00419,31.05204
1216,ZENGEZA 2 HIGH,Harare,Secondary,Chitungwiza,S2,-18.00302,31.04515
1217,ZENGEZA 3 HIGH,Harare,Secondary,Chitungwiza,S2,-18.00184,31.06609
1218,ZENGEZA 4 HIGH,Harare,Secondary,Chitungwiza,S2,-18.00725,31.07249
1219,GLEN VIEW 1 HIGH,Harare,Secondary,Glenview Mufakose,S2,-17.90301,30.94444
1220,SEKE 5 HIGH,Harare,Secondary,Chitungwiza,S2,-18.02855,31.1162
1221,SEKE 6 HIGH,Harare,Secondary,Chitungwiza,S2,-18.03105,31.06815
1222,KUWADZANA  1 HIGH,Harare,Secondary,Warren Park Mabelreign,S2,-17.82873,30.92822
1223,WARREN PARK  HIGH,Harare,Secondary,Warren Park Mabelreign,S2,-17.82748,30.98293
1224,HATCLIFFE   ,Harare,Secondary,Northern Central,S2,-17.69355,31.11009
1225,BLACKFORDBY,Harare,Primary,High Glen,P3,-17.97363,31
1226,GLEN  VIEW   7,Harare,Primary,Glenview Mufakose,P2,-17.90031,30.94358
1227,WARREN PARK 3 COUNCIL PRIMARY SCHOOL,Harare,Primary,Warren Park Mabelreign,P3,-17.83436,30.98218
1228,KUWADZANA  1,Harare,Primary,Warren Park Mabelreign,P2,-17.82901,30.93749
1229,WARREN PARK 4 COUNCIL PRIMARY,Harare,Primary,Warren Park Mabelreign,P2,-17.8304,30.96182
1230,GLEN  VIEW 6 ,Harare,Primary,Glenview Mufakose,P2,-17.90466,30.93201
1231,KUWADZANA  2,Harare,Primary,Warren Park Mabelreign,P2,-17.83313,30.9251
1232,KUWADZANA  3 COUNCIL PRIMARY,Harare,Primary,Warren Park Mabelreign,P2,-17.83442,30.93869
1233,SUNNINGDALE 2 PRIM,Harare,Primary,Mbare Hatfield,P2,-17.86754,31.05208
1234,KUWADZANA  NO. 4 PRIMARY,Harare,Primary,Warren Park Mabelreign,P2,-17.82618,30.93369
1235,HATCLIFFE    1,Harare,Primary,Northern Central,P2,-17.69052,31.10914
1236,EYECOURT,Harare,Primary,Chitungwiza,P3,-17.96817,31.03909
1237,TAFARA 5,Harare,Primary,Mabvuku Tafara,P2,-17.83671,31.2166
1238,KUBATANA,Harare,Primary,Mabvuku Tafara,P2,-17.88818,31.15073
1239,KUWADZANA  5 PRIMARY,Harare,Primary,Warren Park Mabelreign,P2,-17.82804,30.92023
1240,KUWADZANA  6,Harare,Primary,Warren Park Mabelreign,P2,-17.83061,30.91659
1241,GATEWAY,Harare,Primary,Northern Central,P1,-17.76794,31.02919
1242,BUDIRIRO   2,Harare,Primary,Glenview Mufakose,P2,-17.89687,30.93623
1243,HERMANN GMEINER,Harare,Primary,Mbare Hatfield,P1,-17.89473,31.01439
1244,BUDIRIRO  I,Harare,Primary,Glenview Mufakose,P3,-17.89075,30.93326
1245,DZIVARESEKWA  NO  6  COUNCIL PRIMARY,Harare,Primary,Warren Park Mabelreign,P2,-17.80759,30.9201
1246,GLEN NORAH NO 7,Harare,Primary,High Glen,P3,-17.90403,30.96622
1247,GLEN NORAH  INFILL,Harare,Primary,High Glen,P2,-17.91653,30.97347
1248,WARREN PARK 5 PRIMARY,Harare,Primary,Warren Park Mabelreign,P2,-17.83691,30.97646
1249,LUSITANIA,Harare,Primary,Mabvuku Tafara,P1,-17.83347,31.13171
1250,NDANGARIRO,Harare,Primary,Chitungwiza,P2,-18.01647,31.06645
1251,TASIMUKIRA,Harare,Primary,Chitungwiza,P2,-18.02432,31.12026
1252,WESTRIDGE,Harare,Primary,Warren Park Mabelreign,P1,-17.83985,31.01452
1253,KUWADZANA   7,Harare,Primary,Warren Park Mabelreign,P2,-17.83482,30.91525
1254,TADZIKAMIDZI,Harare,Primary,Chitungwiza,P2,-18.00423,31.04505
1256,TWIN RIVERS,Harare,Primary,Northern Central,P1,-17.7953,31.03974
1257,WARREN PARK  6 ,Harare,Primary,Warren Park Mabelreign,P2,-17.82466,30.96691
1258,BUDIRIRO  3,Harare,Primary,Glenview Mufakose,P2,-17.89841,30.92368
1259,HATCLIFFE  2,Harare,Primary,Northern Central,P2,-17.69088,31.11391
1260,TYNWALD,Harare,Primary,Warren Park Mabelreign,P2,-17.81419,30.98091
1261,DOMBORAMWARI (ZINYENGERE),Harare,Primary,Mabvuku Tafara,P2,-17.90695,31.14798
1262,THE HERITAGE  ,Harare,Primary,Northern Central,P1,-17.71922,31.13104
1263,CHINAMANO,Harare,Primary,Mabvuku Tafara,P2,-17.87516,31.1561
1264,MAKOMO,Harare,Primary,Mabvuku Tafara,P2,-17.89376,31.13641
1265,RUVHENEKO,Harare,Primary,High Glen,P2,-17.90363,30.97927
1266,RUZIVO,Harare,Primary,Glenview Mufakose,P2,-17.8646,30.92175
1267,SHARON COHEN SPECIAL,Harare,Primary,Chitungwiza,P2,-18.02874,31.07062
1268,KUWANGIRA  ,Harare,Primary,High Glen,P3,-17.89026,30.99056
1269,ST MARYS PRIVATE,Harare,Primary,Chitungwiza,P2,-17.992,31.06036
1270,JAIROS  JIRI  SPECIAL,Harare,Primary,High Glen,P2,-17.85545,31.0149
1271,MUBEENA EBRAHIM  ( RIDGEV,Harare,Primary,Warren Park Mabelreign,P1,-17.81322,31.02081
1272,DANCKWERTS,Harare,Primary,Mabvuku Tafara,P3,-17.9433,31.10025
1273,BUDIRIRO HIGH ,Harare,Secondary,Glenview Mufakose,S2,-17.90051,30.92184
1274,BUDIRIRO 4,Harare,Primary,Glenview Mufakose,P2,-17.88435,30.94175
1275,DENMARK JUNIOR,Harare,Primary,Mabvuku Tafara,P1,,
1276,Christ Ministries College,Harare,Secondary,Warren Park Mabelreign,S1,-17.83379,31.01784
1277,DUNGWIZA,Harare,Primary,Chitungwiza,P2,-17.99836,31.03585
1278,KUWADZANA NO 8,Harare,Primary,Warren Park Mabelreign,P2,-17.82609,30.89571
1279,WESTRIDGE,Harare,Secondary,Warren Park Mabelreign,S1,-17.83991,31.01183
1280,BUDIRIRO 5,Harare,Primary,Glenview Mufakose,P2,-17.88031,30.93324
1281,KUWADZANA 2 HIGH,Harare,Secondary,Warren Park Mabelreign,S2,-17.82372,30.9165
1283,MASAISAI,Harare,Primary,Warren Park Mabelreign,P1,-17.77076,30.97853
1284,MARANATHA,Harare,Primary,Warren Park Mabelreign,P1,,
1285,MARANATHA CHRISTIAN HIGH,Harare,Secondary,Warren Park Mabelreign,S2,,
1287,MOTHER TOUCH JUNIOR,Harare,Primary,Warren Park Mabelreign,P2,,
1288,SIMBAREDENGA,Harare,Secondary,High Glen,S3,,
1289,VATAL JUNIOR PRIMARY SCHO,Harare,Primary,Mbare Hatfield,P1,,
1293,WESTWOOD COLLEGE ,Harare,Secondary,Glenview Mufakose,S3,,
1294,EL-BETHEL COLLEGE,Harare,Secondary,Glenview Mufakose,S2,,
1296,IQRA ACADEMY INDEPENDENT COLLEGE,Harare,Secondary,High Glen,S2,,
1298,THE ALEXANDER INSTITUTE OF EDUCATION,Harare,Secondary,High Glen,S1,,
1299,CABAL COLLEGE,Harare,Secondary,High Glen,S2,,
1300,HERENTALS  HIGHFIELD COLLEGE,Harare,Secondary,High Glen,S2,,
1302,FIRST CHOICE COLLEGE,Harare,Secondary,High Glen,S2,,
1303,GREATSTRIDE COLLEGE,Harare,Secondary,High Glen,S2,,
1304,EAGLE RISE COLLEGE,Harare,Secondary,High Glen,S2,,
1305,SPECISS TECHNICAL HIGH,Harare,Secondary,High Glen,S2,,
1306,BUOYANCY COLLEGE,Harare,Secondary,Chitungwiza,S2,,
1307,B AND P STUDY CENTRE HIGH SCHOOL,Harare,Secondary,Chitungwiza,S2,,
1308,LYNDEL HOUSE COLLEGE,Harare,Secondary,Chitungwiza,S2,,
1310,TRANSPARENCY ACADEMY,Harare,Secondary,Chitungwiza,S2,,
1311,STRATEGOS COLLEGE,Harare,Secondary,Chitungwiza,S2,,
1312,DENMARK TRAINING  COLLEGE,Harare,Secondary,Mbare Hatfield,S1,,
1313,ST MARY'S COLLEGE OF ACADEMY ,Harare,Secondary,Chitungwiza,S3,,
1315,MOONRISE COLLEGE,Harare,Secondary,Chitungwiza,S3,,
1318,ZENGEZA 3 METHODIST ACADEMY ,Harare,Secondary,Chitungwiza,S2,,
1320,EXCEL COLLEGE ,Harare,Secondary,Chitungwiza,S3,,
1321,PROSPECT ACADEMY,Harare,Secondary,Mbare Hatfield,S2,,
1322,TRUST ACADEMY,Harare,Secondary,Mbare Hatfield,S1,,
