Schoolnumber,Name,Province,SchoolLevel,District,Grant_Class,latitude,longitude
2647,JERSEY   PRIMARY,Manicaland,Primary,Chipinge,P3,-20.51799,32.66354
2648,ZONA,Manicaland,Primary,Chipinge,P3,-20.42382,32.7359
2649,EASTERN HIGHLANDS TEA EST,Manicaland,Primary,Mutasa,P3,-18.40141,32.98341
2650,MUTARAZI JUNIOR,Manicaland,Primary,Nyanga,P3,,
2651,DOWA,Manicaland,Primary,Makoni,P3,-18.51066,31.80351
2652,CHIPUDZANA,Manicaland,Primary,Buhera,P3,-19.2471,31.75264
2653,CHIBVUWENYU PRIMARY,Manicaland,Primary,Mutare,P3,-19.22281,32.39787
2654,KWAMBANA,Manicaland,Primary,Mutasa,P3,-18.56247,32.76263
2655,ELIM PENHALONGA,Manicaland,Primary,Mutasa,P3,-18.87321,32.70644
2656,VHENEKA,Manicaland,Primary,Chipinge,P3,-20.93366,32.14765
2657,MAPFUWA,Manicaland,Primary,Makoni,P3,-18.74557,31.90336
2658,SAKAROMBE,Manicaland,Primary,Nyanga,P3,-18.37224,32.70388
2659,MUPARUTSA,Manicaland,Primary,Mutasa,P3,-18.48349,32.89151
2660,CHIHERA,Manicaland,Primary,Buhera,P3,-19.34194,32.01373
2661,BANGWE,Manicaland,Primary,Chipinge,P3,-19.96172,32.44889
2662,CHIKOMBA,Manicaland,Primary,Mutasa,P3,-18.3813,33.02389
2663,MABIYA,Manicaland,Primary,Mutare,P3,-19.35957,32.47881
2664,BIRIIRI,Manicaland,Primary,Chimanimani,P3,-19.80635,32.70511
2665,CHIKWAKWA,Manicaland,Primary,Chimanimani,P3,-19.84671,32.54546
2666,CHIWADZWA,Manicaland,Primary,Mutare,P3,-19.60064,32.32915
2667,ZUMBARE,Manicaland,Primary,Mutare,P3,-19.21695,32.14227
2668,MUTAMBARA RESERVE,Manicaland,Primary,Chimanimani,P3,-19.55237,32.70003
2669,BVUMBURA,Manicaland,Primary,Chimanimani,P3,-19.68273,32.68229
2670,ST MICHAELS MAMBO,Manicaland,Primary,Buhera,P3,-19.12057,31.81168
2671,ST ALBANS,Manicaland,Primary,Buhera,P3,-19.2108,31.84481
2672,GONORA,Manicaland,Primary,Mutare,P3,-19.52039,32.26771
2673,NYAMURONDA,Manicaland,Primary,Makoni,P3,-17.62892,32.50139
2674,KAMBUDZI,Manicaland,Primary,Nyanga,P3,-17.77263,32.88714
2675,KAGORE,Manicaland,Primary,Nyanga,P3,-17.84709,32.86465
2676,MAKWARA,Manicaland,Primary,Mutasa,P3,-18.47644,32.9928
2677,MASIMBE,Manicaland,Primary,Chipinge,P3,-20.50684,32.32367
2678,NYUNGA,Manicaland,Primary,Chipinge,P3,-20.02065,32.39201
2679,CHAPWANYA,Manicaland,Primary,Makoni,P3,-18.00161,32.4259
2680,TAKAENGWA,Manicaland,Primary,Chimanimani,P3,-19.77343,32.55948
2681,CHANGAMIRE,Manicaland,Primary,Buhera,P3,-19.3931,31.92875
2682,ALBANY,Manicaland,Primary,Chimanimani,P3,-20.00073,32.8152
2683,MUNOIRIRWA,Manicaland,Primary,Chipinge,P3,-20.32848,32.59369
2684,NEMANJE,Manicaland,Primary,Makoni,P3,-17.67836,32.51136
2685,MUTORE PRIMARY,Manicaland,Primary,Mutare,P3,-19.13281,32.8022
2686,MAPONDE,Manicaland,Primary,Mutare,P3,-19.31747,32.20869
2687,DAURE,Manicaland,Primary,Mutare,P3,-19.43732,32.35946
2688,MASAYA,Manicaland,Primary,Nyanga,P3,-17.75076,32.94437
2689,ST ANTHONYS MADHEU,Manicaland,Primary,Buhera,P3,-19.19039,32.01507
2690,RUPFUNDE,Manicaland,Primary,Buhera,P3,-19.15615,31.94888
2691,THORNTON,Manicaland,Primary,Chimanimani,P3,-19.93569,32.73307
2692,TAZVINZWA PRY,Manicaland,Primary,Makoni,P3,-18.08191,32.23278
2693,JOMBE ST PETER,Manicaland,Primary,Mutasa,P3,-18.61118,32.72926
2694,MUPEZA,Manicaland,Primary,Buhera,P3,-19.49773,32.03784
2695,BHEGEDHE,Manicaland,Primary,Buhera,P3,-19.83495,32.08315
2696,ST ANDREWS CORSINI,Manicaland,Primary,Mutare,P3,-19.4066,32.34047
2697,ZEDZA,Manicaland,Primary,Mutare,P3,-19.23874,32.26188
2698,CHIKARA,Manicaland,Primary,Mutare,P3,-19.55936,32.48411
2700,MURINDASHAKA,Manicaland,Primary,Makoni,P3,-17.82082,32.48961
2701,NHAMO,Manicaland,Primary,Buhera,P3,-19.32616,32.05699
2702,ZVIPIRIPIRI,Manicaland,Primary,Mutare,P3,-19.38245,32.15245
2703,BANDANYENJE,Manicaland,Primary,Makoni,P3,-18.86076,31.93944
2704,CHISHINGWI,Manicaland,Primary,Mutare,P3,-19.60078,32.39273
2705,CHITSIWA,Manicaland,Primary,Makoni,P3,-17.66745,32.48949
2706,MUCHAKATA,Manicaland,Primary,Makoni,P3,-17.82606,32.46112
2707,MWADEWEKUNZE,Manicaland,Primary,Mutare,P3,-19.27115,32.50112
2708,NYAMASANGA,Manicaland,Primary,Buhera,P3,-19.18742,31.80585
2709,MADHUKU  PRIMARY,Manicaland,Primary,Chipinge,P3,-20.72366,32.36565
2710,GARAHWA,Manicaland,Primary,Chipinge,P3,-20.92315,32.42402
2711,CHAPEYAMA,Manicaland,Primary,Mutare,P3,-19.42907,32.20767
2712,DZIKA,Manicaland,Primary,Chipinge,P3,-20.43948,32.43788
2713,SAMUTETE (ST MACHAEL,Manicaland,Primary,Mutasa,P3,-18.41587,32.90999
2714,CHIRASIKA,Manicaland,Primary,Mutare,P3,-19.63558,32.39496
2715,SABVURE,Manicaland,Primary,Nyanga,P3,-17.72571,32.97611
2716,TONHORAI,Manicaland,Primary,Chimanimani,P3,-19.92171,32.37498
2717,KUSENA,Manicaland,Primary,Mutare,P3,-19.56705,32.45776
2718,DOMBORESHATO,Manicaland,Primary,Makoni,P3,-18.57513,32.00336
2719,DANDADZI PRIMARY SCHOOL,Manicaland,Primary,Nyanga,P3,-17.81276,32.95576
2720,CHAPANDUKA,Manicaland,Primary,Buhera,P3,-19.68734,32.15812
2721,ROMOREHOTO,Manicaland,Primary,Buhera,P3,-19.56992,32.18356
2722,ST PETERS GOKOMERE,Manicaland,Primary,Chipinge,P3,-20.78232,32.22265
2723,NGARURA,Manicaland,Primary,Mutasa,P3,-18.59,32.85949
2724,KURAUONE,Manicaland,Primary,Mutare,P3,-19.55506,32.42541
2725,NEMARAMBA,Manicaland,Primary,Chimanimani,P3,-19.71158,32.47427
2726,CHAVHANGA,Manicaland,Primary,Mutasa,P3,-18.28447,32.99389
2727,NYAHOWE,Manicaland,Primary,Makoni,P3,-17.9308,32.4028
2728,CHIBIYA,Manicaland,Primary,Mutare,P3,-19.64596,32.27136
2729,BIG TREE,Manicaland,Primary,Chipinge,P3,-20.43907,32.50699
2730,RIMAI,Manicaland,Primary,Chipinge,P3,-20.76415,32.38182
2731,SAGAMBE,Manicaland,Primary,Mutasa,P3,-18.34424,33.0016
2732,CHENDAMBUYA,Manicaland,Primary,Makoni,P3,-18.02926,32.15956
2733,MUPOPERI,Manicaland,Primary,Makoni,P3,-18.64335,32.01441
2734,SAMHUTSA,Manicaland,Primary,Chipinge,P3,-20.05861,32.58477
2735,MAUNGANIDZE,Manicaland,Primary,Chipinge,P3,-19.97639,32.39429
2736,NGAONE,Manicaland,Primary,Chipinge,P3,-19.98935,32.57939
2737,ST PATRICKS NYANYADZI,Manicaland,Primary,Chimanimani,P3,-19.74537,32.44204
2738,MAZARURA PRIMARY,Manicaland,Primary,Nyanga,P3,-17.70787,32.65562
2739,MATEREKE ,Manicaland,Primary,Buhera,P3,-19.48724,31.86535
2740,MABHOKO PRY,Manicaland,Primary,Buhera,P3,-19.70094,31.88916
2741,MUTERERE,Manicaland,Primary,Mutasa,P3,-18.4499,32.97834
2742,KWARIRE PRY,Manicaland,Primary,Buhera,P3,-19.26779,31.76094
2743,TONHORAI (MUTARE),Manicaland,Primary,Mutare,P3,-19.62313,32.35891
2744,MANGATU,Manicaland,Primary,Mutare,P3,-19.46953,32.41981
2745,SAMATINHA,Manicaland,Primary,Nyanga,P3,-17.80447,32.57535
2746,NYAMUTOWERA PRIMARY,Manicaland,Primary,Nyanga,P3,-17.71792,32.63367
2747,CHINYAMUCHESE,Manicaland,Primary,Mutare,P3,-19.26054,32.09158
2748,CHAPATARONGO PRIMARY,Manicaland,Primary,Nyanga,P3,-17.63741,32.90245
2749,CHAPATARONGO SECONDARY,Manicaland,Secondary,Nyanga,S3,-17.63131,32.93602
2750,MBEURE,Manicaland,Primary,Chipinge,P3,-20.48301,32.375
2751,MUKWADA,Manicaland,Primary,Mutare,P3,-19.49551,32.34588
2752,KATIYO SACRED HEART,Manicaland,Primary,Mutasa,P3,-18.3969,33.02171
2753,RUMANO,Manicaland,Primary,Makoni,P3,-17.86928,32.55597
2754,CHIVUNZE,Manicaland,Primary,Chipinge,P3,-20.16816,32.73016
2755,KANYIMO,Manicaland,Primary,Nyanga,P3,-17.64762,32.70886
2756,BRIGHTSIDE,Manicaland,Primary,Chimanimani,P3,-20.03915,32.7854
2757,THABANCHU,Manicaland,Primary,Chimanimani,P3,-19.526,32.78775
2758,PEPLOW,Manicaland,Primary,Mutasa,P3,-18.84968,32.49323
2759,MATIKA,Manicaland,Primary,Mutare,P3,-19.04541,32.4998
2760,MUTUKWA,Manicaland,Primary,Mutare,P3,-19.10978,32.51928
2761,KUHUDZAI,Manicaland,Primary,Mutare,P3,-19.05581,32.556
2762,MATEZWA,Manicaland,Primary,Chipinge,P3,-20.59921,32.36588
2763,MBIRIRI,Manicaland,Primary,Makoni,P3,-18.87065,32.0917
2764,PACHIJE (ST STEPENS),Manicaland,Primary,Mutasa,P3,-18.31408,32.99432
2765,NYAFARU,Manicaland,Primary,Nyanga,P3,-18.1935,32.92905
2766,MWANYISA,Manicaland,Primary,Chipinge,P3,-20.76886,32.27738
2767,KADZUNGE,Manicaland,Primary,Makoni,P3,-18.76514,32.03251
2768,MADZIWA (ST AGATHA),Manicaland,Primary,Nyanga,P3,-17.81895,32.7633
2769,MACHIRAGWAMA PRY,Manicaland,Primary,Buhera,P3,-19.47272,32.12222
2770,MAKWASA,Manicaland,Primary,Mutasa,P3,-18.56106,32.86653
2771,ZIMATI,Manicaland,Primary,Makoni,P3,-18.61475,32.14836
2772,GRASSFLATS   PRIMARY,Manicaland,Primary,Chipinge,P3,-20.33697,32.64884
2773,HIMALAYA,Manicaland,Primary,Mutare,P3,-19.37226,32.74604
2774,ST JUDES PRY,Manicaland,Primary,Makoni,P3,-18.72204,32.16247
2775,PIMAI,Manicaland,Primary,Mutasa,P3,-18.45185,32.93078
2776,MHANDAMBIRI,Manicaland,Primary,Mutare,P3,-19.14144,32.50541
2777,MABHIZA PRIMARY,Manicaland,Primary,Chipinge,P3,-20.71361,32.27052
2778,NESHUMBA PRIMARY,Manicaland,Primary,Buhera,P3,-19.78258,32.219
2779,MUCHINI,Manicaland,Primary,Buhera,P3,-19.85144,32.09428
2780,VHIMBA,Manicaland,Primary,Chimanimani,P3,-20.02996,32.9765
2781,CHIGOMBWE,Manicaland,Primary,Mutare,P3,-19.16593,32.57173
2782,MWOYOWESHUMBA,Manicaland,Primary,Mutasa,P3,-18.6546,32.66683
2783,STAPLEFORD,Manicaland,Primary,Mutasa,P3,-18.71988,32.8084
2784,CHARLESWOOD,Manicaland,Primary,Chimanimani,P3,-19.78411,32.94398
2785,MOOIPLAATS,Manicaland,Primary,Chipinge,P3,-20.13545,32.63419
2786,SHEBA,Manicaland,Primary,Mutasa,P3,-18.77369,32.78933
2787,FIVESTREAMS,Manicaland,Primary,Mutasa,P3,-18.85384,32.50109
2788,SELBORNE,Manicaland,Primary,Nyanga,P3,-18.52661,32.67737
2789,GUNURA,Manicaland,Primary,Buhera,P3,-19.88543,32.29043
2790,KUSHINGA,Manicaland,Primary,Mutare,P3,-19.05231,32.2163
2791,INYATI MINE,Manicaland,Primary,Makoni,P3,-18.22881,32.25695
2792,QUAGGA KLOOF,Manicaland,Primary,Makoni,P3,-18.68548,32.31252
2793,WAKEFIELD,Manicaland,Primary,Makoni,P3,-18.42906,31.91917
2794,LESBURY,Manicaland,Primary,Makoni,P3,-18.49988,31.93409
2795,GAERESI,Manicaland,Primary,Nyanga,P3,-18.15403,32.8861
2796,CAMBRIDGE,Manicaland,Primary,Chimanimani,P3,-19.78525,32.763
2797,YORKSHIRE,Manicaland,Primary,Makoni,P3,-18.31803,32.12965
2798,CLAREMONT,Manicaland,Primary,Nyanga,P3,-18.3332,32.71144
2799,WELLINGTON,Manicaland,Primary,Mutare,P3,-18.95883,32.46727
2800,BENDE,Manicaland,Primary,Nyanga,P3,-17.97824,32.81961
2801,SHAKAVANHU,Manicaland,Primary,Chipinge,P3,-20.25958,32.80828
2802,NECHISHANYI PRIMARY,Manicaland,Primary,Buhera,P3,-19.79865,32.30079
2803,MATEMA PRIMARY,Manicaland,Primary,Nyanga,P3,-18.08714,32.85461
2804,MAPOR,Manicaland,Primary,Mutare,P3,-19.05596,32.42755
2805,MUROVE ,Manicaland,Primary,Buhera,P3,-19.16774,31.76167
2806,ABERFOYLE,Manicaland,Primary,Mutasa,P3,-18.3951,32.94072
2807,DZAROVA,Manicaland,Primary,Buhera,P3,-19.29506,31.58768
2808,PAFIWA MUTASA,Manicaland,Primary,Mutasa,P3,-18.59801,32.66169
2809,VALHALLA,Manicaland,Primary,Mutare,P3,-19.14309,32.85065
2810,NYAMAENDE,Manicaland,Primary,Mutasa,P3,-18.59936,32.86459
2811,MSAPA,Manicaland,Primary,Mutare,P3,-19.17528,32.8229
2812,WENSLEYDALE,Manicaland,Primary,Makoni,P3,-18.09841,32.05689
2813,TAKWIRIRA,Manicaland,Primary,Chipinge,P3,-20.87243,32.2148
2814,MUTARE PROBATION,Manicaland,Primary,Mutare,P3,-19.00173,32.62649
2815,DUNSINANE,Manicaland,Primary,Mutasa,P3,-18.71899,32.74907
2816,MUBVURUNGWA,Manicaland,Primary,Makoni,P3,-18.53381,31.92983
2817,TSVINGWE,Manicaland,Primary,Mutasa,P3,-18.87765,32.65436
2818,LORN   FARM,Manicaland,Primary,Mutare,P3,-18.99465,32.32966
2819,MAFURUSE PRY,Manicaland,Primary,Buhera,P3,-19.54705,31.9578
2820,ROSCOMMON,Manicaland,Primary,Chimanimani,P3,-20.0234,32.81018
2821,CLEARWATER,Manicaland,Primary,Chipinge,P3,-20.09131,32.70814
2822,KARORI,Manicaland,Primary,Makoni,P3,-18.33642,31.92446
2823,JUNCTION GATE,Manicaland,Primary,Chipinge,P3,-20.14725,32.78635
2824,TSANZAGURU PRY,Manicaland,Primary,Makoni,P2,-18.61595,32.08997
2825,CHRISTINA,Manicaland,Primary,Chipinge,P3,-20.06733,32.68406
2826,BUHERA  VILLAGE,Manicaland,Primary,Buhera,P3,-19.33084,31.44851
2827,CECILTON,Manicaland,Primary,Chimanimani,P3,-19.97333,32.69014
2828,CHIRIGA,Manicaland,Primary,Chipinge,P3,-20.27052,32.59633
2829,GREENCROFT,Manicaland,Primary,Mutare,P3,-19.13535,32.73112
2830,CHISUKO,Manicaland,Primary,Mutasa,P3,-18.42903,33.00285
2831,KONDO,Manicaland,Primary,Chipinge,P3,-20.39691,32.38694
2832,CHECHECHE,Manicaland,Primary,Chipinge,P3,-20.76573,32.22073
2833,MACHONA PRIMARY,Manicaland,Primary,Chipinge,P3,-20.86595,32.1684
2834,MUTANDAHWE ,Manicaland,Primary,Chipinge,P3,-21.00872,32.19562
2835,MANETA,Manicaland,Primary,Buhera,P3,-19.47309,31.84572
2836,RUTSATE,Manicaland,Primary,Mutasa,P3,-18.47245,32.84335
2837,ZINDI,Manicaland,Primary,Mutasa,P3,-18.39645,32.91964
2838,MANDA,Manicaland,Primary,Makoni,P3,-18.59529,32.18558
2839,MUGOMBE,Manicaland,Primary,Buhera,P3,-19.27884,32.01323
2840,HUKUIMWE,Manicaland,Primary,Buhera,P3,-19.39894,31.841
2841,ZVEKARE,Manicaland,Primary,Buhera,P3,-19.56346,31.91318
2842,MUCHISI,Manicaland,Primary,Mutare,P3,-19.31979,32.44425
2843,NGOMASHA,Manicaland,Primary,Mutare,P3,-19.1493,32.44329
2844,CHINHUWO,Manicaland,Primary,Buhera,P3,-19.24604,31.98155
2845,RENZVA PRIMARY,Manicaland,Primary,Nyanga,P3,-17.47131,32.72362
2846,MAKUNIKA,Manicaland,Primary,Mutare,P3,-19.4091,32.4044
2847,MABVENGWA,Manicaland,Primary,Mutare,P3,-19.3783,32.44543
2848,HUTE  (MUKUDZA),Manicaland,Primary,Mutare,P3,-19.45069,32.51057
2849,MT  GANDAYI,Manicaland,Primary,Mutare,P3,-19.2077,32.54843
2850,MUWANGIRWA,Manicaland,Primary,Mutare,P3,-19.18463,32.29693
2851,MASHONJOWA,Manicaland,Primary,Chimanimani,P3,-19.5122,32.53281
2852,CHASEYAMA,Manicaland,Primary,Chimanimani,P3,-19.60716,32.5118
2853,CHIMOMBE,Manicaland,Primary,Buhera,P3,-19.69735,32.03414
2854,KAITANO,Manicaland,Primary,Nyanga,P3,-17.58036,32.97123
2855,RUDA,Manicaland,Primary,Mutasa,P3,-18.50302,32.85371
2856,DOMBORUTINHIRA,Manicaland,Primary,Mutasa,P3,-18.6918,32.7067
2857,RUKANGARE,Manicaland,Primary,Chipinge,P3,-20.83113,32.40787
2858,HAKWATA,Manicaland,Primary,Chipinge,P3,-20.82751,32.43467
2859,CHINYAMUKWAKWA,Manicaland,Primary,Chipinge,P3,-20.91338,32.34723
2860,CHISUMA,Manicaland,Primary,Chipinge,P3,-21.05702,32.34702
2861,CHISAVANYE,Manicaland,Primary,Chipinge,P3,-20.65861,32.26767
2862,CHIMWANDA,Manicaland,Primary,Mutare,P3,-18.80203,32.33312
2863,CHITEPO,Manicaland,Primary,Chipinge,P3,-20.97769,32.16411
2864,MAKANDA ,Manicaland,Primary,Buhera,P3,-19.35614,31.47673
2865,MATAA,Manicaland,Primary,Chimanimani,P3,-19.95164,32.68384
2866,MAKANDWA,Manicaland,Primary,Chimanimani,P3,-19.90436,32.5312
2867,CHIMUDURO,Manicaland,Primary,Makoni,P3,-18.60259,31.84413
2868,KWIRIRE,Manicaland,Primary,Chimanimani,P3,-19.95365,32.84411
2869,KUSHINGA,Manicaland,Primary,Chimanimani,P3,-19.91352,32.83986
2870,GUTAURARE,Manicaland,Primary,Mutare,P3,-19.37624,32.60172
2871,MAREWO,Manicaland,Primary,Mutare,P3,-19.31393,32.24678
2872,NZVIMBE,Manicaland,Primary,Makoni,P3,-19.0682,32.04882
2873,NYAGUNDI,Manicaland,Primary,Mutare,P3,-19.13362,32.38083
2874,CHIDAZEMBE,Manicaland,Primary,Mutasa,P3,-18.73965,32.71822
2875,SAKUINJE,Manicaland,Primary,Chipinge,P3,-20.36031,32.48322
2876,CHITAKATIRA,Manicaland,Secondary,Mutare,S3,-19.14137,32.66582
2877,DANGAMVURA HIGH 1,Manicaland,Secondary,Mutare,S2,-19.00759,32.59537
2878,NYAMAURU (DANGAMVURA 2),Manicaland,Secondary,Mutare,S2,-19.01604,32.60622
2879,MT ZONWE,Manicaland,Primary,Mutare,P3,-19.19712,32.06866
2880,CHISHUMA,Manicaland,Primary,Mutare,P3,-18.94013,32.22283
2881,GATSI,Manicaland,Secondary,Mutasa,S3,-18.54656,32.79206
2882,BIRIRANO 'A',Manicaland,Primary,Chipinge,P3,-20.08708,32.4881
2883,CHIMANA,Manicaland,Primary,Chipinge,P3,-20.36541,32.71553
2884,CLARE,Manicaland,Primary,Makoni,P3,-18.85954,32.26075
2885,SHIRI PRIMARY,Manicaland,Primary,Nyanga,P3,-17.91929,32.68879
2886,TENDANAYI PRIMARY,Manicaland,Primary,Nyanga,P3,-18.02999,32.71145
2887,NYAHONDO,Manicaland,Primary,Makoni,P3,-17.8692,32.2613
2888,NYAMAZIRA,Manicaland,Primary,Makoni,P3,-17.78211,32.35404
2889,MUTIWEGORA,Manicaland,Primary,Makoni,P3,-17.95541,32.23752
2890,MASOKOSA,Manicaland,Primary,Makoni,P3,-17.82096,32.31156
2891,HANGAIWA,Manicaland,Primary,Makoni,P3,-17.82592,32.2414
2892,MAPAKO,Manicaland,Secondary,Nyanga,S3,-18.06368,32.5929
2893,MANHINGA,Manicaland,Primary,Makoni,P3,-18.38973,32.45038
2894,MAVHUDZI,Manicaland,Secondary,Makoni,S1,-18.72411,32.14403
2895,NDAPETWA,Manicaland,Primary,Chimanimani,P3,-19.84451,32.59015
2896,MUNDANDA,Manicaland,Primary,Chipinge,P3,-20.50154,32.64799
2897,MUGOTI,Manicaland,Secondary,Makoni,S3,-17.9134,32.45749
2898,MURAMBINDA Govt.,Manicaland,Secondary,Buhera,S3,-19.26335,31.66911
2899,MUZOKOMBA GOVT HIGH,Manicaland,Secondary,Buhera,S3,-19.58461,31.9687
2900,NDIMA,Manicaland,Secondary,Chimanimani,S3,-20.06558,32.88021
2901,RUKWEZA,Manicaland,Secondary,Makoni,S3,-18.79829,32.09142
2902,SAKUBVA 1,Manicaland,Secondary,Mutare,S2,-18.99879,32.62917
2903,SAKUBVA 2 (RUSHINGO),Manicaland,Secondary,Mutare,S2,-18.99615,32.62905
2904,TAKWIRIRA,Manicaland,Secondary,Chipinge,S3,-20.84683,32.19112
2905,MUTARE BOYS HIGH,Manicaland,Secondary,Mutare,S1,-18.95972,32.69139
2906,MUTARE GIRLS HIGH,Manicaland,Secondary,Mutare,S1,-18.97185,32.67541
2907,VENGERE HIGH,Manicaland,Secondary,Makoni,S2,-18.54389,32.1296
2908,USAVI,Manicaland,Primary,Buhera,P3,-19.5498,31.90726
2909,PEDZISAI,Manicaland,Primary,Buhera,P3,-19.66665,31.88111
2910,NGOMAYEVISE,Manicaland,Primary,Buhera,P3,-19.58715,32.07149
2911,HOMBWE,Mashonaland West,Primary,Makonde,P3,-17.68946,29.80181
2912,DOKOTOKO,Manicaland,Primary,Chimanimani,P3,-19.65423,32.53183
2913,HILLCREST PREPARATORY,Manicaland,Primary,Mutasa,P3,-18.92771,32.65176
2914,DANGAMVURA,Manicaland,Primary,Mutare,P1,-19.01208,32.60324
2915,RUWEDZA,Manicaland,Primary,Chimanimani,P3,-19.68179,32.7986
2916,NYAMATSINE,Manicaland,Primary,Mutare,P3,-18.86328,32.42041
2917,JECHERA,Manicaland,Primary,Mutare,P3,-18.79227,32.47565
2918,NYAMAJURA,Manicaland,Primary,Mutare,P3,-18.81575,32.41997
2919,CHABATA,Manicaland,Primary,Buhera,P3,-19.79088,32.15911
2920,NYAMAKARATI,Manicaland,Primary,Mutare,P3,-19.10193,32.11167
2921,CHIDAMUNYU,Manicaland,Primary,Makoni,P3,-19.00613,32.01992
2922,NYADZONYA,Manicaland,Primary,Makoni,P3,-19.01233,32.10076
2923,MANJOKOTA ,Manicaland,Primary,Buhera,P3,-19.64911,32.07137
2924,NYAMHUKA,Manicaland,Primary,Nyanga,P3,-18.2387,32.73529
2925,NEHUMAMBI PRIMARY,Manicaland,Primary,Buhera,P3,-19.75795,32.12072
2926,BASIRA,Manicaland,Primary,Buhera,P3,-19.59405,31.84458
2928,NYATSANGA PRIMARY,Manicaland,Primary,Nyanga,P3,-17.75196,32.7825
2929,NECHIKOWA PRIMARY,Manicaland,Primary,Buhera,P3,-19.88835,32.22197
2930,TSATSE,Manicaland,Primary,Nyanga,P3,-18.13738,32.96163
2931,DUNE,Manicaland,Primary,Buhera,P3,-19.6501,32.1359
2932,IMBI,Manicaland,Primary,Buhera,P3,-19.82267,32.02405
2933,MAGADZIRE PRIMARY,Manicaland,Primary,Nyanga,P3,-18.19211,32.9649
2934,NYADI,Manicaland,Primary,Buhera,P3,-19.70706,31.93229
2935,RUSUNUNGUKO,Manicaland,Primary,Makoni,P3,-17.87647,32.19377
2936,KUBATANA,Manicaland,Primary,Makoni,P3,-18.16848,32.10081
2937,NGWENA,Manicaland,Primary,Makoni,P3,-17.84277,32.37201
2938,SHERENJE,Manicaland,Primary,Makoni,P3,-18.14558,32.14667
2939,CHINYUDZE,Manicaland,Primary,Makoni,P3,-18.19033,32.20007
2940,CHIROPA,Manicaland,Primary,Makoni,P3,-18.18578,32.25725
2941,NDUNDUMA,Manicaland,Primary,Chipinge,P3,-20.46762,32.32296
2942,PFUMOIGURU,Manicaland,Primary,Makoni,P3,-18.13028,32.213
2943,CHIWOME,Manicaland,Primary,Makoni,P3,-18.14682,32.28401
2944,GUYO  PRIMARY,Manicaland,Primary,Chipinge,P3,-20.7183,32.41012
2945,MUGADZA,Manicaland,Primary,Makoni,P3,-18.21474,32.15036
2946,MANZUNUNU,Manicaland,Primary,Mutare,P3,-19.23718,32.66627
2947,NYAZVIKARI,Manicaland,Primary,Chipinge,P3,-20.58474,32.41869
2948,CHIMWANZOU,Manicaland,Primary,Makoni,P3,-18.08821,32.30627
2949,NYAMUKAMANI,Manicaland,Primary,Makoni,P3,-18.09818,32.164
2950,NENOHWE,Manicaland,Primary,Chimanimani,P3,-19.7322,32.43145
2951,CHIRIMUTSITU,Manicaland,Primary,Makoni,P3,-18.61686,32.26889
2952,DOMBOREMBIZI,Manicaland,Primary,Makoni,P3,-18.37008,32.36611
2953,ZUMBI NGOMAYEISE,Manicaland,Primary,Buhera,P3,-19.73564,32.01982
2954,NYAHUKWE,Manicaland,Primary,Makoni,P3,-18.46314,32.31554
2955,BAMBA,Manicaland,Primary,Makoni,P3,-18.20499,32.3029
2956,NYARUMVURWE,Manicaland,Primary,Nyanga,P3,-18.22456,32.73707
2957,NYANHUNDU,Manicaland,Primary,Nyanga,P3,-18.34205,32.52103
2958,RAUDZI PRIMARY,Manicaland,Primary,Nyanga,P3,-18.38662,32.59002
2959,DOMBO,Manicaland,Primary,Nyanga,P3,-18.34765,32.43648
2960,MATSURO,Manicaland,Primary,Chipinge,P3,-20.62508,32.41273
2961,MATIKWA,Manicaland,Primary,Chipinge,P3,-20.81076,32.2736
2962,TANGANDA,Manicaland,Primary,Chipinge,P3,-20.11728,32.43221
2963,BUMBA,Manicaland,Primary,Chimanimani,P3,-19.65565,32.62886
2964,NEMAIRE,Manicaland,Primary,Makoni,P3,-18.29444,32.38572
2965,NHETA,Manicaland,Primary,Makoni,P3,-18.00653,32.54571
2966,NDIEME,Manicaland,Primary,Chimanimani,P3,-20.10639,32.91302
2967,MUGONDI,Manicaland,Primary,Chipinge,P3,-20.53464,32.51825
2968,MUKUTE,Manicaland,Primary,Makoni,P3,-17.95817,32.13562
2969,BRITANNIA,Manicaland,Primary,Nyanga,P3,-18.48217,32.68033
2970,CHINHENGA,Manicaland,Primary,Makoni,P3,-18.03229,32.50316
2971,RUCHERA,Manicaland,Primary,Nyanga,P3,-18.11266,32.54723
2972,MAGAMBA,Manicaland,Primary,Nyanga,P3,-18.14333,32.47915
2973,NYAHAVA,Manicaland,Primary,Makoni,P3,-18.10542,32.40932
2974,NYAGADZA,Manicaland,Primary,Chipinge,P3,-20.5307,32.47281
2975,EXCELSIOR  FALLS,Manicaland,Primary,Mutare,P2,-19.08433,32.75452
2976,BINGAGURU,Manicaland,Primary,Makoni,P3,-18.21387,32.37747
2977,RUJEKO,Manicaland,Primary,Makoni,P2,-18.54738,32.11355
2978,GLENBURN,Manicaland,Primary,Mutare,P3,-19.03521,32.72512
2979,NYAMUSUNDU,Manicaland,Primary,Chimanimani,P3,-19.8323,32.73247
2980,ZVAVANHU,Manicaland,Primary,Mutare,P3,-19.03024,32.19381
2981,NGAONE   TOTI,Manicaland,Primary,Chipinge,P3,-20.04664,32.54165
2982,GOWAKOWA,Manicaland,Primary,Makoni,P3,-18.06189,32.35125
